Name,Status,Tenant,Site,Location,Rack,Rack Position,Role,Manufacturer,Type,IP Address,ID,Tenant Group,Serial number,Asset tag,Region,Site Group,Parent Device,Position (Device Bay),Position,Rack face,Latitude,Longitude,Airflow,IPv4 Address,IPv6 Address,OOB IP,Cluster,Virtual Chassis,VC Position,VC Priority,Description,Config Template,Comments,Contacts,Tags,Created,Last updated,Platform,Server Group,Backup,DTAP state,Harddisk,open actions,CPU,Memory,Monitor hardware,HW buy date,HW warranty expiration,Warranty type,Console ports,Console server ports,Power ports,Power outlets,Interfaces,Front ports,Rear ports,Device bays,Module bays,Inventory items,VCPUs,Memory (MB),Disk,Device,Virtual Disks,netbox_type
Huawei 48V PDU 5,Active,Network Infrastructure,KPN DSSD2 (dus),Row C,C08,Front 22.0,PDU,Unknown,PDU (5U) (half-depth),,800,,,,Germany,,,,22.0,Front,,,,,,,,,,,,,,T&P / OP / Smooth Operator (responsible),,2025-07-22T09:53:50.052949Z,2025-07-22T09:53:50.052966Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
Idomation,Active,Network Infrastructure,Unknown,,,,Customer,Unknown,Customer,,40,,,,,,,,,,,,,,,,,,,,,,,GO / TO / MCI / Mobile Network Maintainer (responsible),,2025-07-22T09:43:02.996374Z,2025-07-22T09:43:02.996391Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
ifective - HP procurve 1810-G0-8,Active,Network Infrastructure,Equinix AM8 (am8),0G:00ZE0A row 05,0505,Rear 27.0,Network switch,Unknown,Network switch (1U) (half-depth),,1485,,,,Netherlands,,,,27.0,Rear,,,,,,,,,,,,,,,,2025-07-22T10:05:03.270051Z,2025-07-22T10:05:03.270071Z,,,,,,,,,,,,,0,0,1,0,3,0,0,0,0,0,,,,,,devices
IGWB0,Active,,KPN DSSD2 (dus),Row A,A05,Front 12.0,Server,Unknown,Server (2U) (full-depth),,649,,,,Germany,,,,12.0,Front,,,,,,,,,,,,,,GO / TO / MCI / Mobile Network Maintainer (responsible),,2025-07-22T09:51:46.794518Z,2025-07-22T09:51:46.794535Z,,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0,,,,,,devices
IGWB1,Active,,KPN DSSD2 (dus),Row A,A05,Front 9.0,Server,Unknown,Server (2U) (full-depth),,650,,,,Germany,,,,9.0,Front,,,,,,,,,,,,,,T&P / Coligo Grid (responsible),,2025-07-22T09:51:47.366687Z,2025-07-22T09:51:47.366705Z,,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0,,,,,,devices
Incompany media,Active,Network Infrastructure,Unknown,,,,Router,Cisco,1921,,985,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:56:00.921951Z,2025-07-22T09:56:00.921968Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
Intel server,Active,,Unknown,,,,Server,Unknown,Server,10.0.87.203/32,1000,,,,,,,,,,,,,10.0.87.203/32,,,,,,,,,,,,2025-07-22T09:56:08.827443Z,2025-07-22T09:56:09.179185Z,VMware ESXi 5.5,,,,,Figure out what is this,Intel(R) Xeon(R) CPU E3-1270 V2 @ 3.50GHz,32GB,,,,,0,0,0,0,4,0,0,0,0,0,,,,,,devices
IPCLK-1,Active,,KPN DSSD2 (dus),Row A,A01,Rear 18.0,Server,Unknown,Server (1U) (half-depth),,660,,,,Germany,,,,18.0,Rear,,,,,,,,,,,,,,GO / TO / MCI / Mobile Network Maintainer (responsible),,2025-07-22T09:51:54.134787Z,2025-07-22T09:51:54.134804Z,,,,,,,,,,,,,0,0,0,0,4,0,0,0,0,0,,,,,,devices
IPCLK-2,Active,,KPN DSSD2 (dus),Row A,A01,Rear 20.0,Server,Unknown,Server (1U) (half-depth),,661,,,,Germany,,,,20.0,Rear,,,,,,,,,,,,,,GO / TO / MCI / Mobile Network Maintainer (responsible),,2025-07-22T09:51:54.726775Z,2025-07-22T09:51:54.726793Z,,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0,,,,,,devices
it-server1,Active,,KPN DSSD2 (dus),Row C,C00,Front 34.0,Server,Unknown,Server (1U) (half-depth),,847,,,,Germany,,,,34.0,Front,,,,,,,,,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T09:54:21.571581Z,2025-07-22T09:54:21.571598Z,,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0,,,,,,devices
it-server2,Active,,KPN DSSD2 (dus),Row C,C00,Front 31.0,Server,Unknown,Server (3U) (full-depth),,848,,,,Germany,,,,31.0,Front,,,,,,,,,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T09:54:22.529354Z,2025-07-22T09:54:22.529374Z,,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0,,,,,,devices
it-server3,Active,,KPN DSSD2 (dus),Row C,C00,Front 25.0,Server,Unknown,Server (1U) (full-depth),,849,,,,Germany,,,,25.0,Front,,,,,,,,,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T09:54:23.092476Z,2025-07-22T09:54:23.092494Z,,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0,,,,,,devices
jbod02,Active,Systems Infrastructure,Unknown,,,,DiskArray,Unknown,DiskArray,,110,,,,,,,,,,,,,,,,,,,,,,,"GO / Internal Technology Services (responsible), GO / TO / AM / Technical Management (responsible)",,2025-07-22T09:43:47.636449Z,2025-07-22T09:43:47.636466Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
John de Kroon Cyberant,Active,,Unknown,,,,Server,Unknown,Server,,720,,,,,,,,,,,,,,,,,,,,,,,GO / TO / Voice Operations (responsible),,2025-07-22T09:52:33.311611Z,2025-07-22T09:52:33.311628Z,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,devices
John de Kroon FW,Active,Network Infrastructure,Unknown,,,,Customer,Unknown,Customer,,294,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:45:55.988622Z,2025-07-22T09:45:55.988639Z,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,devices
John de Kroon server 1,Active,Network Infrastructure,Unknown,,,,Customer,Unknown,Customer,,295,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:45:56.292182Z,2025-07-22T09:45:56.292222Z,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,devices
John de Kroon server 2,Active,Network Infrastructure,Unknown,,,,Customer,Unknown,Customer,,296,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:45:56.613569Z,2025-07-22T09:45:56.613590Z,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,devices
Kabeldoorvoer 1,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 27",X27,Rear 18.0,Other,Unknown,Other (1U) (half-depth),,171,,,,Netherlands,,,,18.0,Rear,,,,,,,,,,,,,,T&P / Coligo Grid (responsible),,2025-07-22T09:44:29.539053Z,2025-07-22T09:44:29.539071Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
Kabeldoorvoer 2,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 27",X27,Rear 20.0,Other,Unknown,Other (1U) (half-depth),,172,,,,Netherlands,,,,20.0,Rear,,,,,,,,,,,,,,SwyxOn (responsible),,2025-07-22T09:44:30.344102Z,2025-07-22T09:44:30.344120Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
Kabelgeleider office-prod 02,Active,Network Infrastructure,Unknown,,,,Cable organizer,Unknown,CableOrganizer,,272,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:45:42.884547Z,2025-08-14T09:29:07.988819Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
Kabelgeleider office-prod 03,Active,Network Infrastructure,Unknown,,,,Cable organizer,Unknown,CableOrganizer,,273,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:45:43.200016Z,2025-08-14T09:29:08.031884Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
Keyboard &amp; disk storage,Active,,Unknown,,,,Reserved,Unknown,Reserved,,113,,,,,,,,,,,,,,,,,,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T09:43:49.966361Z,2025-07-22T09:43:49.966379Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
KPN - NL-ASD2-IP157-NGEK-310-01,Active,,Unknown,,,,Supplier,Unknown,Supplier,,193,,,,,,,,,,,,,,,,,,,,,,,T&P / Coligo Grid (responsible),,2025-07-22T09:44:43.660390Z,2025-07-22T09:44:43.660408Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
KPN - NL-ASD2-IP157-NGEK-310-02,Active,,Unknown,,,,Supplier,Unknown,Supplier,,194,,,,,,,,,,,,,,,,,,,,,,,T&P / Coligo Grid (responsible),,2025-07-22T09:44:43.970250Z,2025-07-22T09:44:43.970268Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
KVM-HLR-DSSD2,Active,,KPN DSSD2 (dus),Row A,A02,Front 16.0,KVM switch,Unknown,KVM switch (1U),,657,,,,Germany,,,,16.0,Front,,,,,,,,,,,,,,GO / TO / MCI / Mobile Network Maintainer (responsible),,2025-07-22T09:51:51.952688Z,2025-07-22T09:51:51.952705Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
KVM-STP01,Active,,KPN DSSD2 (dus),Row A,A08,Front 22.0,KVM switch,Unknown,KVM switch (1U),,625,,,,Germany,,,,22.0,Front,,,,,,,,,,,,,,GO / TO / SA / Postmaster (responsible),,2025-07-22T09:51:29.946174Z,2025-07-22T09:51:29.946192Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
KVM-STP02,Active,,KPN DSSD2 (dus),Row A,A09,Front 22.0,KVM switch,Unknown,KVM switch (1U),,624,,,,Germany,,,,22.0,Front,,,,,,,,,,,,,,GO / TO / SA / Postmaster (responsible),,2025-07-22T09:51:29.341816Z,2025-07-22T09:51:29.341834Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
lb1,Active,Network Infrastructure,Unknown,,,,Network security,Unknown,Network security,,387,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:47:13.493783Z,2025-07-22T09:47:13.493800Z,,,,,,,,,,,,,1,0,1,0,10,0,0,0,0,0,,,,,,devices
lb2,Active,Network Infrastructure,Unknown,,,,Network security,Unknown,Network security,,388,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:47:13.810630Z,2025-07-22T09:47:13.810646Z,,,,,,,,,,,,,1,0,1,0,10,0,0,0,0,0,,,,,,devices
lb3,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 27",T27,Front 35.0,Network security,Unknown,Network security,,1288,,203-0393-05 REV F,,Netherlands,,,,35.0,Front,,,,,,,,,,,,,Let op heeft geen rackmounts deze liggen in het VW opslag hok,,,2025-07-22T10:01:13.095381Z,2025-08-27T07:09:36.147603Z,,,,,,,,,,,,,1,0,2,0,7,0,0,0,0,0,,,,,,devices
lb4,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-05,Front 14.0,Network security,Unknown,Network security,,1289,,,,Netherlands,,,,14.0,Front,,,,,,,,,,,,,,,,2025-07-22T10:01:13.667758Z,2025-07-22T10:01:13.667776Z,,,,,,,,,,,,,1,0,2,0,7,0,0,0,0,0,,,,,,devices
LCD Monitor,Active,,Unknown,,,,Reserved,Unknown,Reserved,,108,,,,,,,,,,,,,,,,,,,,,,,"GO / Internal Technology Services (responsible), GO / TO / AM / Technical Management (responsible)",,2025-07-22T09:43:46.776186Z,2025-07-22T09:43:46.776223Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
LI-05 01,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-05,Rear 46.0,Patchpanel,Unknown,PatchPanel (1U) (half-depth),,21,,,,Netherlands,,,,46.0,Rear,,,,,,,,,,,,,,"GO / Internal Technology Services (responsible), GO / TO / AM / DBA (responsible), GO / TO / SA / Virtualisation Specialist (responsible)",,2025-07-22T09:42:51.355851Z,2025-07-22T09:42:51.355870Z,,,,,,,,,,,,,0,0,0,0,24,0,0,0,0,0,,,,,,devices
LI-05 02,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-05,Rear 44.0,Patchpanel,Unknown,PatchPanel (1U) (half-depth),,22,,,,Netherlands,,,,44.0,Rear,,,,,,,,,,,,,,"GO / Internal Technology Services (responsible), GO / TO / AM / DBA (responsible)",,2025-07-22T09:42:52.282754Z,2025-07-22T09:42:52.282771Z,,,,,,,,,,,,,0,0,0,0,24,0,0,0,0,0,,,,,,devices
LI-05 03,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-05,Rear 43.0,Patchpanel,Unknown,PatchPanel (1U) (half-depth),,23,,,,Netherlands,,,,43.0,Rear,,,,,,,,,,,,,,"GO / Internal Technology Services (responsible), T&P / Coligo Grid (responsible)",,2025-07-22T09:42:52.837871Z,2025-07-22T09:42:52.837888Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
LI-05 04,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-05,Rear 41.0,Patchpanel,Unknown,PatchPanel (1U) (half-depth),,24,,,,Netherlands,,,,41.0,Rear,,,,,,,,,,,,,,"GO / Internal Technology Services (responsible), GO / Internal Technology Services (responsible)",,2025-07-22T09:42:53.394525Z,2025-07-22T09:42:53.394543Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
LI-05 fiber 5.4.23,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-05,Rear 39.0,Patchpanel,Unknown,PatchPanel (1U) (half-depth),,25,,,,Netherlands,,,,39.0,Rear,,,,,,,,,,,,,,GO / Internal Technology Services (responsible),,2025-07-22T09:42:53.955128Z,2025-07-22T09:42:53.955145Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
LI-07 01,Active,Datacenter operations,Ironmountain,"EVO, Hal4, LI",LI-07,Rear 46.0,Patchpanel,Unknown,PatchPanel (1U) (half-depth),,2439,,,,Netherlands,,,,46.0,Rear,,,,,,,,,,,,,,,,2025-08-14T09:45:38.411621Z,2025-08-14T09:45:38.411639Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
LI-08 01,Active,Datacenter operations,Ironmountain,"EVO, Hal4, LI",LI-08,Rear 46.0,Patchpanel,Unknown,PatchPanel (1U) (half-depth),,2436,,,,Netherlands,,,,46.0,Rear,,,,,,,,,,,,,,,,2025-08-14T09:39:42.146031Z,2025-08-19T07:09:59.187807Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
LI-09 01,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-09,Rear 46.0,Patchpanel,Unknown,PatchPanel (1U) (half-depth),,32,,,,Netherlands,,,,46.0,Rear,,,,,,,,,,,,,,"GO / Internal Technology Services (responsible), GO / TO / Voice Operations (responsible)",,2025-07-22T09:42:58.970359Z,2025-07-22T09:42:58.970376Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
LI-10 01,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-10,Rear 46.0,Patchpanel,Unknown,PatchPanel (1U) (half-depth),,44,,,,Netherlands,,,,46.0,Rear,,,,,,,,,,,,,,GO / TO / AM / DBA (responsible),,2025-07-22T09:43:04.522266Z,2025-07-22T09:43:04.522284Z,,,,,,,,,,,,,0,0,0,0,8,0,0,0,0,0,,,,,,devices
LI-11 01,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-11,Rear 46.0,Patchpanel,Unknown,PatchPanel (1U) (half-depth),,45,,,,Netherlands,,,,46.0,Rear,,,,,,,,,,,,,,GO / TO / AM / DBA (responsible),,2025-07-22T09:43:05.084280Z,2025-07-22T09:43:05.084298Z,,,,,,,,,,,,,0,0,0,0,8,0,0,0,0,0,,,,,,devices
LI-12 01,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-12,Rear 46.0,Patchpanel,Unknown,PatchPanel (1U) (half-depth),,315,,,,Netherlands,,,,46.0,Rear,,,,,,,,,,,,,,,,2025-07-22T09:46:13.115865Z,2025-07-22T09:46:13.115882Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
LI-13 01,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-13,Rear 46.0,Patchpanel,Unknown,PatchPanel (1U) (half-depth),,316,,,,Netherlands,,,,46.0,Rear,,,,,,,,,,,,,,,,2025-07-22T09:46:13.667411Z,2025-07-22T09:46:13.667430Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
LI-14 01,Active,Datacenter operations,Ironmountain,"EVO, Hal4, LI",LI-14,Rear 46.0,Patchpanel,Unknown,PatchPanel (1U) (half-depth),,49,,,,Netherlands,,,,46.0,Rear,,,,,,,,,,,,,,T&P / OP / Smooth Operator (responsible),,2025-07-22T09:43:07.055020Z,2025-08-19T07:04:29.117233Z,,,,,,,,,,,,,0,0,0,0,12,0,0,0,0,0,,,,,,devices
